case_number,date,time,offense_type,location,arrest_info,offense_category,latitude,longitude,formatted_address,google_maps_uri,place_types,location_interpretation
25-00828,2/26/2025,812,Vehicle Accident/Injury,1300 SAND HILL RD,,Traffic Incidents,37.4344694,-122.18375019999999,"1300 Sand Hill Rd, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10558502522034953490,street_address,street_address_or_premise
25-00886,3/2/2025,1550,Vehicle Accident/Injury,E CHARLESTON RD,,Traffic Incidents,37.420938,-122.1076187,"E Charleston Rd, Palo Alto, CA, USA","https://maps.google.com/?q=E+Charleston+Rd,+Palo+Alto,+CA,+USA&ftid=0x808fba12b0563d4f:0xc776ca1a9c76c009",route,route
25-00890,3/3/2025,934,Get credit/etc others id - False pretenses/swindle/confidence game (F),4131 EL CAMINO REAL,,Fraud/Financial Crime,37.4131249,-122.12505820000001,"4131 El Camino Real, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=13698163283054239665,"premise,street_address",street_address_or_premise
25-80152,3/5/2025,1257,Theft by use of access card information - Credit card/atm (M),240 CAMBRIDGE AVE,,Fraud/Financial Crime,37.429142999999996,-122.1441123,"240 Cambridge Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=894022121145924063,"premise,street_address",street_address_or_premise
25-00929,3/5/2025,1753,Vehicle Accident/Non Injury,855 EL CAMINO REAL,,Traffic Incidents,37.4389939,-122.1588204,"855 El Camino Real, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=11118077703284017645,street_address,street_address_or_premise
25-00942,3/6/2025,1324,Get credit/etc others id - Impersonation (F),2781 LOUIS RD,,Fraud/Financial Crime,37.4376792,-122.123098,"2781 Louis Rd, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=10848643036881325823,"premise,street_address",street_address_or_premise
25-80163,3/7/2025,1939,Burglary - From motor vehicle (F),4020 EL CAMINO REAL,,Vehicle Crime,37.4153094,-122.128073,"4020 El Camino Real, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=9360501655356820717,"premise,street_address",street_address_or_premise
25-00960,3/7/2025,2154,Vehicle Accident/Injury,MIDDLEFIELD RD/CHANNING AVE,,Traffic Incidents,37.4475999,-122.151844,"Middlefield Rd & Channing Ave, Palo Alto, CA 94301, USA","https://maps.google.com/?q=Middlefield+Rd+%26+Channing+Ave,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb15ffe93c01:0xcf8a8594761d5936",intersection,intersection
25-80166,3/8/2025,2245,Petty theft - All other larceny (M),4110 PARK BLVD,,Theft,37.416260099999995,-122.12293859999998,"4110 Park Blvd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=14295593799794075573,"premise,street_address",street_address_or_premise
25-80167,3/9/2025,852,Petty theft - From building (M),1788 OAK CREEK DR,,Theft,37.4312347,-122.1891148,"1788, 1788 Oak Creek Dr, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10532078779735901609,"premise,street_address",street_address_or_premise
25-80171,3/9/2025,1147,Grand theft:money/labor/property - From building (F),275 VENTURA AVE,,Theft,37.4185613,-122.12724249999998,"275 Ventura Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=3332790278583105570,"premise,street_address",street_address_or_premise
25-00975,3/9/2025,1238,APS Cross Report Information Only,3856 DUNCAN PL,,Administrative/Other,37.416139,-122.1147723,"3856 Duncan Pl, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=8994975129811985769,"premise,street_address",street_address_or_premise
25-00994,3/10/2025,1533,Vandalism:deface property (F),4100 PAGE MILL ROAD,,Property Crime,37.3330798,-122.1741489,"4100 Page Mill Rd, Los Altos, CA 94022, USA","https://maps.google.com/?q=4100+Page+Mill+Rd,+Los+Altos,+CA+94022,+USA&ftid=0x808fb1dffa4364f1:0x57e68f41fd408aef",street_address,street_address_or_premise
25-00996,3/10/2025,2019,Burglary - From building (F),980 MIDDLEFIELD RD,,Burglary,37.4467974,-122.15111540000001,"980 Middlefield Rd, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=11821046922235855600,"premise,street_address",street_address_or_premise
25-00999,3/11/2025,901,Burglary - Burglary/breaking and entering (F),750 N CALIFORNIA AVE,,Burglary,37.438106999999995,-122.134508,"750 N California Ave, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=5292156424517455239,"premise,street_address",street_address_or_premise
25-01017,3/12/2025,1322,FOUND PROPERTY,250 HAMILTON AVE,,Administrative/Other,37.444215,-122.1596371,"250 Hamilton Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=8504657287920517765,"premise,street_address",street_address_or_premise
25-01014,3/12/2025,1329,FOUND PROPERTY,275 FOREST AVE,,Administrative/Other,37.4442196,-122.15960210000001,"275 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=95238810619628067,"subpremise,street_address",street_address_or_premise
25-01016,3/12/2025,1356,Petty theft - Shoplifting (M),180 EL CAMINO REAL,"CASOSGUTIERREZ, ROCIO GUADALUPE, F, H, DOB: 1976-01-11, SUNNYVALE, 484(A) PC, Booked",Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-01021,3/12/2025,1730,Vehicle Accident/Non Injury,398 ALMA ST,,Traffic Incidents,37.4439992,-122.16485790000002,"398 Alma St, Palo Alto, CA 94301, USA","https://maps.google.com/?q=398+Alma+St,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb3735f58cb9:0xf22ea44c56cb4c5e",street_address,street_address_or_premise
25-01027,3/12/2025,2033,Outside Assist,4100 WILKIE WAY,,Administrative/Other,37.4152072,-122.12468109999999,"4100 Wilkie Way, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=849610437605648431,"premise,street_address",street_address_or_premise
