case_number,date,time,offense_type,location,arrest_info,offense_category,latitude,longitude,formatted_address,google_maps_uri,place_types,location_interpretation
25-00579,2/10/2025,1314,Get credit/etc others id - Identity theft (F),876 CHIMALUS DR,,Fraud/Financial Crime,37.4139324,-122.1404278,"876 Chimalus Dr, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=9885840750747222911,"premise,street_address",street_address_or_premise
25-00594,2/11/2025,1008,APS Cross Report Information Only,4169 PARK BLVD,,Administrative/Other,37.4148533,-122.11975389999998,"4169 Park Blvd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=17040781304838383741,"premise,street_address",street_address_or_premise
25-00599,2/11/2025,1546,Burglary - Burglary/breaking and entering (F),651 EMERSON ST,,Burglary,37.4434247,-122.16039090000001,"651 Emerson St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=6859693150547807587,"premise,street_address",street_address_or_premise
25-00608,2/12/2025,1104,Get credit/etc others id - False pretenses/swindle/confidence game (F),E MEADOW DR,,Fraud/Financial Crime,37.4244238,-122.1143867,"E Meadow Dr, Palo Alto, CA, USA",https://maps.google.com/?cid=12788470834786356192,route,route
25-00697,2/18/2025,823,Suspicious Circumstances,275 FOREST AVE,,Public Order/Disturbance,37.4442196,-122.15960210000001,"275 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=95238810619628067,"subpremise,street_address",street_address_or_premise
25-00709,2/18/2025,1402,Grand theft:money/labor/property - All other larceny (F),1121 BRYANT ST,,Theft,37.441052899999995,-122.153516,"1121 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=16710103891056038626,"premise,street_address",street_address_or_premise
25-00711,2/18/2025,1724,Theft by use of access card information - Credit card/atm (F),2754 MIDDLEFIELD RD,,Fraud/Financial Crime,37.4324655,-122.12851879999998,"2754 Middlefield Rd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=98956024181445434,"premise,street_address",street_address_or_premise
25-00717,2/19/2025,911,Get credit/etc others id - Identity theft (F),340 KIPLING ST,,Fraud/Financial Crime,37.4486968,-122.1616877,"340 Kipling St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=10300532384421354466,"premise,street_address",street_address_or_premise
25-80126,2/22/2025,1754,Vehicle Accident/Non Injury,LYTTON AVE/COWPER ST,,Traffic Incidents,37.44927,-122.16026,"Palo Alto, CA 94301, USA",https://maps.google.com/?cid=8733827482644667428,"bus_stop,transit_station,point_of_interest,establishment",specific_place
25-00775,2/23/2025,1513,Burglary - Burglary/breaking and entering (F),3205 COWPER ST,,Burglary,37.426687699999995,-122.12436220000001,"3205 Cowper St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=12455207094404321190,"premise,street_address",street_address_or_premise
25-00776,2/23/2025,1631,Vandalism ($400 or more) (F),2237 WAVERLEY ST,,Property Crime,37.4335172,-122.1384047,"2237 Waverley St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=3589230046166062308,"premise,street_address",street_address_or_premise
25-00777,2/23/2025,1730,Medical Assist,WEBSTER STREET JSO FOREST AVE,,Administrative/Other,37.4442027,-122.15966370000001,"275 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=2093649377851301564,"police,government_office,point_of_interest,establishment",specific_place
25-00788,2/24/2025,715,Stored vehicle (expired veh registration),.300 CURTNER AVE,,Administrative/Other,37.419627399999996,-122.130093,"300 Curtner Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=7347138255461361335,street_address,street_address_or_premise
25-00789,2/24/2025,820,Stored vehicle (expired veh registration),.200 VENTURA AVE,,Administrative/Other,37.419599,-122.12779549999999,"200 Ventura Ave, Palo Alto, CA 94306, USA","https://maps.google.com/?q=200+Ventura+Ave,+Palo+Alto,+CA+94306,+USA&ftid=0x808fba60377a200b:0x7fc0ddb493de5c4d",street_address,street_address_or_premise
25-00792,2/24/2025,759,Vandalism:deface property (M),180 EL CAMINO REAL,,Property Crime,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-00798,2/24/2025,1644,Vehicle Accident/Non Injury,LOUIS RD/EMBARCADERO RD,,Traffic Incidents,37.4446,-122.13463,"Louis Rd & Embarcadero Rd, Palo Alto, CA 94303, USA","https://maps.google.com/?q=Louis+Rd+%26+Embarcadero+Rd,+Palo+Alto,+CA+94303,+USA&ftid=0x808fbb069ec6f457:0x38d79f42a16f699b",intersection,intersection
25-00799,2/24/2025,1756,Burglary - From motor vehicle (F),767 MONTROSE AVE,,Vehicle Crime,37.420134499999996,-122.10554959999999,"767 Montrose Ave, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=11950513121839038335,"premise,street_address",street_address_or_premise
25-00801,2/24/2025,1743,Vandalism:deface property (F),4191 EL CAMINO REAL,,Property Crime,37.4112564,-122.12361630000001,"4191 El Camino Real, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=3121614583468297226,"subpremise,street_address",street_address_or_premise
25-00805,2/24/2025,1325,APS Cross Report Information Only,3801 MIRANDA AVE BLDG 100,,Administrative/Other,37.4033348,-122.13721849999999,"Bldg T6, 3801 Miranda Ave BLDG 100, Palo Alto, CA 94304, USA","https://maps.google.com/?q=Bldg+T6,+3801+Miranda+Ave+BLDG+100,+Palo+Alto,+CA+94304,+USA&ftid=0x808fba838709f553:0x92c6f60cb47c931b","subpremise,street_address",street_address_or_premise
25-80127,2/24/2025,1029,Hit and run with vehicle/property damage only (M),UNIVERSITY AVE/CHAUCER ST,,Traffic Incidents,37.455579799999995,-122.1519366,"Chaucer St & University Ave, Palo Alto, CA 94301, USA","https://maps.google.com/?q=Chaucer+St+%26+University+Ave,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb41d8c9b531:0x7854d0ebff792d98",intersection,intersection
25-80129,2/24/2025,1702,Vandalism:deface property (F),2200 EMERSON ST,,Property Crime,37.4311071,-122.1415717,"2200 Emerson St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=1495899523878163432,"premise,street_address",street_address_or_premise
25-80130,2/24/2025,1836,Hit and run with vehicle/property damage only (M),870 N CALIFORNIA AVE,,Traffic Incidents,37.4415712,-122.131702,"Mid Peninsula Education Center, 870 N California Ave, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=567179202692715270,"premise,street_address",street_address_or_premise
25-00806,2/25/2025,1229,Tamper with vehicle - Motor vehicle theft (M),2895 WAVERLEY ST,,Vehicle Crime,37.4284943,-122.13033619999999,"2895 Waverley St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=8577099809908647838,"premise,street_address",street_address_or_premise
25-00811,2/25/2025,1039,Suspicious Circumstances,911 BRYANT ST,,Public Order/Disturbance,37.442892,-122.15589829999999,"911 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=5459377244009753811,"premise,street_address",street_address_or_premise
25-00815,2/25/2025,1838,Theft of personal property - From motor vehicle (M),774 EMERSON ST,,Vehicle Crime,37.4424053,-122.15961469999999,"774 Emerson St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=706819191845704013,"premise,street_address",street_address_or_premise
25-00816,2/25/2025,1949,Vehicle Accident/Injury,ALMA ST/E CHARLESTON RD,,Traffic Incidents,37.414802099999996,-122.11848239999998,"E Charleston Rd & Alma St, Palo Alto, CA 94306, USA","https://maps.google.com/?q=E+Charleston+Rd+%26+Alma+St,+Palo+Alto,+CA+94306,+USA&ftid=0x808fba65518a94fd:0x85f5f8408949eb15",intersection,intersection
25-00819,2/25/2025,2035,Vandalism:deface property (F),445 BRYANT ST,,Property Crime,37.446657200000004,-122.1619412,"445 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=1487843547148381158,"premise,street_address",street_address_or_premise
25-00824,2/25/2025,2035,Burglary - From motor vehicle (F),445 BRYANT ST,,Vehicle Crime,37.446657200000004,-122.1619412,"445 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=1487843547148381158,"premise,street_address",street_address_or_premise
25-80131,2/25/2025,2300,Vandalism:deface property (F),LYTTON AVE/FLORENCE ST,,Property Crime,37.44731,-122.16237,"Palo Alto, CA 94301, USA",https://maps.google.com/?cid=13795439831638906445,"bus_stop,transit_station,point_of_interest,establishment",specific_place
25-80133,2/25/2025,746,Petty theft - From motor vehicle (M),3201 WAVERLEY ST,,Vehicle Crime,37.4253194,-122.12581589999998,"3201 Waverley St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=1237430136934793378,"premise,street_address",street_address_or_premise
25-00834,2/26/2025,1619,Theft of personal property - All other larceny (M),EMBARCADERO RD,,Theft,37.4457301,-122.1306756,"Embarcadero Rd, Palo Alto, CA, USA",https://maps.google.com/?cid=13727010580694448510,route,route
25-00836,2/26/2025,2042,Suspicious Circumstances,EL CAMINO REAL,,Public Order/Disturbance,37.4203243,-122.1366538,"El Camino Real, Palo Alto, CA, USA","https://maps.google.com/?q=El+Camino+Real,+Palo+Alto,+CA,+USA&ftid=0x808fcb0b782c489d:0x380db039ff6cae75",route,route
25-80135,2/26/2025,1603,Lost Property,652 FOREST AVE,,Administrative/Other,37.4485835,-122.15456890000002,"652 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=120392651167025369,"premise,street_address",street_address_or_premise
25-80136,2/26/2025,2002,Grand theft:money/labor/property - All other larceny (F),780 ARASTRADERO RD,,Theft,37.400846699999995,-122.132726,"780 Arastradero Rd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=1226239965238769975,"premise,street_address",street_address_or_premise
25-00838,2/27/2025,232,Stored vehicle (expired veh registration),.1500 EDGEWOOD DR,,Administrative/Other,37.453308199999995,-122.13670400000001,"1500 Edgewood Dr, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=1132187170288047427,"premise,street_address",street_address_or_premise
25-00839,2/27/2025,447,Suspicious Circumstances,275 FOREST AVE,,Public Order/Disturbance,37.4442196,-122.15960210000001,"275 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=95238810619628067,"subpremise,street_address",street_address_or_premise
25-00840,2/27/2025,746,Stored vehicle (expired veh registration),.1100 COLORADO AVE,,Administrative/Other,37.440493599999996,-122.11515019999999,"1100 Colorado Ave, Palo Alto, CA 94303, USA","https://maps.google.com/?q=1100+Colorado+Ave,+Palo+Alto,+CA+94303,+USA&ftid=0x808fba4dcaf7bc37:0x42f86393504ccb4a",street_address,street_address_or_premise
25-00841,2/27/2025,913,Stored vehicle (expired veh registration),.300 ADDISON AVE,,Administrative/Other,37.4419542,-122.15524099999999,"300 Addison Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=4581889490143688139,street_address,street_address_or_premise
25-00842,2/27/2025,1129,FOUND PROPERTY,250 HAMILTON AVE,,Administrative/Other,37.444215,-122.1596371,"250 Hamilton Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=8504657287920517765,"premise,street_address",street_address_or_premise
25-00843,2/27/2025,1118,Public nuisance (M),250 HAMILTON AVE,"ANTONI, RONALD RAYMOND, 1954-05-26, M, W, PALO ALTO, 372 PC, Booked",Public Order/Disturbance,37.444215,-122.1596371,"250 Hamilton Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=8504657287920517765,"premise,street_address",street_address_or_premise
25-00844,2/27/2025,1118,Public nuisance (M),250 HAMILTON AVE,"MOUR, GAVIN LAMAR, 1980-09-18, M, W, PALO ALTO, 372 PC, Booked",Public Order/Disturbance,37.444215,-122.1596371,"250 Hamilton Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=8504657287920517765,"premise,street_address",street_address_or_premise
25-00847,2/27/2025,1145,Missing Person,2500 EL CAMINO REAL,,Administrative/Other,37.4243474,-122.1450146,"2500 El Camino Real, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=11026530550358248439,street_address,street_address_or_premise
25-00848,2/27/2025,1352,Suspicious Circumstances,275 FOREST AVE,,Public Order/Disturbance,37.4442196,-122.15960210000001,"275 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=95238810619628067,"subpremise,street_address",street_address_or_premise
