case_number,date,time,offense_type,location,arrest_info,offense_category,latitude,longitude,formatted_address,google_maps_uri,place_types,location_interpretation
25-00426,1/30/2025,1926,Possess stolen vehicle/vessel/etc (F),900 WELCH RD,SCALVINI KYLER (M/W/1991-08-09) - 484(A) PC - Booked,Vehicle Crime,37.436600399999996,-122.17824139999999,"900 Welch Rd, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=8853905054095493562,"premise,street_address",street_address_or_premise
25-00550,2/8/2025,1419,Theft of personal property - Shoplifting (M),180 EL CAMINO REAL,,Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-00628,2/13/2025,1006,FOUND PROPERTY,EL CAMINO WAY/JAMES RD,,Administrative/Other,37.4131797,-122.12486249999999,"James Rd & El Camino Way, Palo Alto, CA 94306, USA","https://maps.google.com/?q=James+Rd+%26+El+Camino+Way,+Palo+Alto,+CA+94306,+USA&ftid=0x808fba6347e6ccaf:0xfaf3addb646e9318",intersection,intersection
25-00629,2/13/2025,1125,Grand theft:money/labor/property - All other larceny (F),809 SAN ANTONIO RD,,Theft,37.42072650000001,-122.10241889999999,"809 San Antonio Rd, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=213852166691338936,"premise,street_address",street_address_or_premise
25-00636,2/13/2025,1653,Shoplifting (M),180 EL CAMINO REAL,ALFARODIAZ RONALD ABRAHAM (M/H/2006-04-05) - 466 PC 459.5(A) PC - Booked,Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-00663,2/15/2025,2007,Dui alcohol (M),EL CAMINO REAL/ARASTRADERO RD,MILLER SAMANTHA (F/H/1987-02-03) - 23152(A) VC 23152(B) VC - Booked,Traffic Incidents,37.4105302,-122.12328059999999,"El Camino Real & Arastradero Rd, Palo Alto, CA 94306, USA","https://maps.google.com/?q=El+Camino+Real+%26+Arastradero+Rd,+Palo+Alto,+CA+94306,+USA&ftid=0x808fba7b8143da37:0x5452dd3147e1f7b",intersection,intersection
25-00677,2/16/2025,2145,Dui alcohol (M),470 CAMBRIDGE AVE,WADA MASATAKA (M/A/1990-06-22) - 23152(A) VC - Booked,Traffic Incidents,37.4263994,-122.14665160000001,"470 Cambridge Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=2503414714749895696,"premise,street_address",street_address_or_premise
25-00678,2/17/2025,146,Grand theft:money/labor/property - Motor vehicle parts/accessories (F),2998 WAVERLEY ST,,Vehicle Crime,37.4274193,-122.12965009999999,"2998 Waverley St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=5920436714102592903,"premise,street_address",street_address_or_premise
25-00679,2/17/2025,328,Vandalism:deface property (F),2708 GREER RD,,Property Crime,37.4407686,-122.1220027,"2708 Greer Rd, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=5144721671507954030,"premise,street_address",street_address_or_premise
25-00691,2/17/2025,1915,Tamper with vehicle - Destruction/damage/vandalism of property (M),209 CALIFORNIA AVE,,Vehicle Crime,37.4281034,-122.143092,"209 California Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=11763542652966864683,"subpremise,street_address",street_address_or_premise
